,mark,review_text,date
884,8," отдых дикарями немецкой балке. весной года наши друзья купили участок маленьким домиком дачном кооперативе поселками орловка кача, севастополем северной стороне. летом пригласили гости шашлыки море. море оказалось рядышком, немецкой балке, километре шашлыков. участок очень выгодно расположен – окраина кооператива, граничит виноградниками. одном домиков удивила табличка: улица депардье. оказывается, знаменитый француз приобрел виноградники. дороги качу, свернули влево морю, грунтовую дорогу. идем ровному, стол, полю, какие суслики мышки ног выскакивают, птички поют, всякая живность порхает. ребятам раздолье! посреди поля, вдоль грунтовки машин, вроде бесплатной стоянки, поставил авто, стоянка. ночи поле превращается палаточный городок. многие отдыхают несколько дней – днем пляж, ночью степь.поле резко заканчивается обрывом, море далеко внизу. краю не подходить, соблюдайте осторожность. берег глинистый возможны обвалы. спуск морю становится крутым, переходит неширокую расщелину – балку холмами заканчивается морским пейзажем. “дикий пляж” – немецкая балка! пляж опоясывают крутые берега красно – оранжевого цвета, поросшие камышом. пляж галечный, кое - песочные островки. море чистое, прозрачное, дно берег– галька песок попеременно. заход море плавный, удобный пожилых людей детей. сторону качи протяженность метров 200, стороны севастополя ограждение – высокий глиняный мыс, выступающий море. цивилизация диком пляже представлена маленьким барчиком – палаткой. деревянном помосте несколько холодильников напитками соками, пиво кеговое, чипсики, сухарики. холодильные установки работали компрессора. прокат взять шезлонги зонты, это принесут установят. течении дня пляже предлагали разные вкусности, пахлаву, пирожки, фрукты, рыбу вяленую копченую, черноморскую креветку. довольно бойко это раскупалось. пляж понравился, удобно детей, не многолюдно просто. любителей не дорогого, спокойного отдыха места подойдут. выбор. добираться, конечно, удобней личным транспортом. городским рейсовым автобусом – площади ушакова, возле матросского клуба постоянно, рейс № 137 качу. выходить остановке дачи спросить немецкую балку. дороге около часа, цена летом 30р. северной стороны, любая маршрутка, идущая качу. владельцев транспорта: 44°45'5 n 33°32'36 e. ", 04 декабря 2014
885,10," путеводный маяк, затонувшие корабли картины дна моря музее – мемориальном комплексе памяти погибшим море, отзывы слышала неоднократно. посетить музей храм - маяк получилось октябре года. находится эта необычная достопримечательность приморском поселке малореченское, дороге алушты судак. высоком берегу просто морем небо взметнулась белоснежная стрела храма св. николая мирликинского, увенчанная позолоченным шаром крестом. рассказа экскурсовода узнали – высота храма 54м, шар символизирует землю. шаре устроен очень яркий маячный фонарь, используемый подсветки храма выполняющий работу маяка. стены храма расписаны фресками, украшены мозаикой, цепями якорями. внутри храма фотографировать не разрешено, сожалению. стенах картины борьбы человека стихией. морские чудища, старинные парусники, повелитель вод нептун трезубцем. подобной росписи не видела одном храме. множество корабельных якорей, поднятых дна стали интересными экспонатами. музей расположен нескольких залах. и, снова, повторяю слово необычный . около 20-и залов оформлены затонувший корабль. находимся трюмах корабля, переходя отсека отсек. стенды повествуют наиболее известных катастрофах, произошедших мировом океане разные времена. помощью проекторов показываются документальные кадры, архивные съемки, свидетельства очевидцев трагедий воде. стены залов представляют обшивку кают, времени заросшую водорослями, проржавевшую, кое пробитую снарядами. звуковые эффекты – шум воды, гул моторов, скрежет металла, усиливают ощущение присутствия корабле. одном залов водолазах – снаряжение, оборудование, развитие водолазного дела. посетителей много, бесшумно переходили одного стенда другому шепотом переговаривались. очень понравился зал, выставлены картины, нарисованные водой. впервые такое видела, именно водой. демонстрировался фильм, это происходит. художники полном аквалангистском облачении красками, мольбертами опускаются воду глубину 25 метров создают свои произведения. рисуют не кистью, специальным мастерком. картины выставлены приобрести. одно примечательное место, часть музейной экспозиции -беседка– капитанский мостик пиратского корабля развивающимися парусами, сундуком сокровищ, настоящим корабельным штурвалом. тут, дети взрослые осуществляют свои мечты. короткое время становятся отважными капитанами. добираться храма просто: дороге автостанции алушты сторону судака.из симферополя маршрутным такси направлении солнечногорское, генеральское, малореченское…. летнее время транспорт отправляется каждые 30 минут. время дороге 2 часа. ", 03 декабря 2014
886,8," история центре города - башня св.константина лето года очень удачным плане кратковременных поездок крыму, именно феодосию. люблю солнечный, гостеприимный город берегу феодосийского залива. лето сюда приходит раньше, море берегов прогревается быстрее. отдых комфортный разноплановый. целыми днями валяться пляже посещать веселые заведения вечерам. совместить это познавательной программой, посещая музеи, выставки, памятники архитектуры, этими достопримечательностями город окрестности богаты. самой известной самой древней считается башня святого константина. знакомство начать сразу приезду. недалеко жд вокзала парке отдыхает эта средневековая, сих пор величественная свидетельница участница истории. эта башня отображена гербе феодосии, являясь символом города. гербе -2500 лет. именно такую дату город отмечал 1971г. свое время башня играла большую роль обороне кафы, оружейный арсенал, называлась арсенальная. кафа – это древнее название города. наше время древним стенам примыкает современное кафе, перекусить недорого довольно вкусно. вечерам - дискотека. рядом парке качели, карусели, машинки велики прокат, ларечки сувенирами несколько башен неплохо сохранившиеся крепостные стены, находятся районе названием карантин, улицами корабельная портовая. доехать осмотреть автобусами маршрутными такси центрального рынка, проезд городском транспорте 10р. башню святого константина генуэзскую крепость посетить бесплатно. приезжайте древнюю кафу, полюбите город. ", 27 ноября 2014
887,10," святые места крыма. храм михаила архангела ореанде сворачиваешь трассы севастополь – ялта, попасть ливадию, едешь бесконечному серпантину, каждым поворотом дороги ниже спускаясь морю. дорога неширокая, проложена скал, осторожность водителя пределе. из- крутых поворотов видимость ограничена. хочется полюбоваться картинами рукодельницы осени, любит одевать вокруг золотые багряные одежды. очередного крутого поворота, останавливаемся белокаменного храма, золотые купола которого видели, пока спускались. это храм архистратига михаила. храм расположен подножья горы ай – никола, поселком ореанда, примерно пол пути дороге ореанда – гаспра. красивое небольшое здание зеленой крышей сияющими куполами лучах солнца. смотровой площадки замечательный вид открывается горизонта. ниже – видовая беседка памятник отважным скалолазам. женщина, поливавшая цветы рассказала, необыкновенно красивое пение мужского хора. узнали, храм построен недавно, частные средства бизнесмена ялты. очень необычно таинственно смотрится храм снизу дороги. храм популярен не среди верующих, туристов посещают святые места. адрес храма пос.ореанда, севастопольское шоссе №163. ", 26 ноября 2014
888,7," исторический бульвар, интересно познавательно часто бываю делам севастополе. посещение исторического бульвара откладывалось начале лета выкроили время семинарами. площади ушакова поднимаемся вверх историческому бульвару. самом подъеме справа –здания севастопольского телевидения, слева ресторан “остров”. симпатичный ресторанчик, уютный, видом бухту. вывеска гласит, вкусности готовятся экологически чистых местных продуктов. впереди возвышается памятник тотлебену, полководцу – герою первой обороны города. позже узнала рассказа экскурсовода. свернули немного левее, одну дорожек, не пошли центральной аллее. вокруг зелени, склоны бухте заросли непроходимым кустарником, сквозь который протоптаны тропинки. этим тропинкам спуститься жд вокзалу. сожалением замечаешь, не особо чисто ухожено, мусор, поломанные деревья разбитые скамейки, кое костры жгли. поднялись самому памятнику, круглому зданию панорамы. поинтересовались кассе - билеты взрослые 170р., детские 100р. полюбовалась сувенирами ларечках. яркое, красивенькое, разброс цен большой. магнитик 40р., часы видом города несколько тысяч. сувениры основном китайские эскизам местных художников. покупают тельняшки стилизованные капитанские фуражки, кораблики ракушек. заинтересовали скамейки вдоль аллеи – каждой названия города россии. вокруг здания панорамы фонтана - входом стороны. не работал тот, другой. жаль, летом тему. пошли сторону, аттракционы колесо обозрения. посетителей немного, видимо из-за жары. колесе обозрения прокатились круг. город высоты красивый. фотографировались возле каждого памятного знака, возле пушек времен первой обороны, множество. здания панорамы собраны корабельные якоря разных времен. прогулка историческому бульвару доставила удовольствие. экскурсию панораму решили попасть следующий раз. ", 24 ноября 2014
889,10," обязательное посещения место - ласточкино гнездо посещения ливадийского дворца, решили проехать самой известной достопримечательности крыма – ласточкино гнездо. дорога попетляла среди живописных скал, сосновых перелесков, поселочков, проехали ореанду, курпаты гаспра! интересный поселок, весь расположен скалах, зелени, домов не видно, кое крыши антенны. подъехать поближе цели нашего путешествия не получилось. местных таксистов узнали, дорога замку платная -300р., проходит территорию пансионата. посоветовали пройти пешком, смотровой площадки. пока искали дорожку, обошли множество сувенирных ларечков, отмахивались надоедливых фотографов птицами руках. множество кафе ресторанов, ароматы привлекли, покушали “елене”. не дешево, вкусно вид террасы море, горы замок простил цены. комплексный обед 300р. спуск оказался вполне цивилизованным удобным, полезным – воздухом подышали морским. ступенькам вниз дошли пансионата, горку самому “гнезду”. увиденное просится написать картину стиле айвазовского. удивительного цвета море, причудливые разломы скал вершине игрушечный замок. ласточкином гнезде выставка картин, прежние времена ресторан. обойти балкончику вокруг не получилось, закрыто. поднялись смотровую площадку, вровень самыми высокими башенками. обратно теми ступеньками. пристани швартовался катер, вышло несколько групп экскурсий. узнали, добраться этих чудных мест морю. катера ялты курсируют постоянно зимой летом. узнайте, какие заходят гаспру, некоторые проходят морем. такое путешествие начале октября. ", 20 ноября 2014
890,5," ожившая история ливадийском дворце выставку ливадийском дворце, посвященную 400 летию царской династии романовых, узнала августе, посетить смогли октябре. хотелось своими глазами увидеть то, сообщалось прессе, всем новостным каналам. ливадия октябре, другая. немноголюдная, спокойная, отдыхающая жаркого лета. но, именно возле входа выставку очень групповых экскурсий. перерывы заходами следующей группы минут 15. залах еле успевали перейти следующий, нашу группу догоняли. но, это мелочи. столько нового интересного узнали истории российского государства! преподнесено это неожиданно интересной, современной, интерактивной форме! восторг огромная благодарность создателям выставки. привычных экспонатов стеклом бирочками не было. история смотрела огромных дисплеев, расположенный периметрам залов. экскурсовод рассказывал каком событии, это время экране, кино, это увидеть услышать. детей особенно заинтересовали интерактивные сенсорные экраны, поучаствовать сражении, олимпиадах, отвечать вопросы истории. экскурсии нам разрешили побродить залам, пофотографировать. экскурсией довольны все. рекомендую посетить выставку. ливадию приехали своим транспортом, въездом ливадийский парк –шлагбаум кассир грозного вида. предложил охранять 300руб. машину. экскурсия стоит 200р., детские, школьные льготные – 100р. ", 19 ноября 2014
891,10," легенды крыма. судакская крепость побывать судаке получилось октябре года. очень хотелось увидеть древнюю генуэзскую крепость, которой знаю легенд преданий. известна эта цитадель историческим фильмам. не стали ждать, пока соберется группа экскурсии, 10 человек, пошли знакомиться историей сами. крепость праву занимает одно почетных мест среди памятников крыма. это сооружение отлично сохранилось, воздух пропитан романтикой духом давних времен, слышится звон мечей сражающихся рыцарей. поднялись гору консульскому замку, посещения открыты несколько залов. ветер самой вершине –валит ног, сильный, открывшейся картины дух захватило. море края, горы покрытые лесом, слева серпантин дороги новый свет, справа - пляжи набережная, прямо нами судак. дети облазили крепостные стены, можно. девичьей башне вход загорожен, смельчаки туда пробрались самому краю. посетителей это время года не спокойно осмотрели. очень интересный музей историко – археологический множеством прекрасно сохранившихся экспонатов, предметов быта, украшений, керамики. сохранились хранилища, керамическому водопроводу гор поступала вода. посещение крепости оказалось очень интересным познавательным ребятам нам взрослым. рядом крепостью множество кафе ресторанчиков, приятными ценами едой. площади увидели фирменные магазинчики винами крыма. цены точно выше, обычном гастрономе города. вход экскурсии - взрослого 100рублей., детей пропустили просто так. не оплачивали, просто вживались историю. ", 19 ноября 2014
892,10," ездили компании, детьми. отдых очень хороший, горы, чистый воздух, экскурсии, исторические места. снимали комнаты частном секторе, условия прекрасные, цены не ломят, идут скидки, понравилось, комната не устраивала предлагали комнаты соседей, очень дружные хозяева гостеприимные, приветливые, советовали пойти, купить, сьездить лучше. экскурсии не очень понравились, автобусах больших горах не проедешь.узкие дороги плохие очень,возят маленьких, обзорности нет, равно пару сьездили, экскурсоводы очень хорошие, своем деле профи, очень информации выдают легенд научных данных.всем советую поехать личным транспортом(несмотря отвратительные дороги) , охватить интересных мест остановится там, особо что-то заинтересовало месте заказать экскурсию определенное место. развлечения любом курорте, скучать не приходится, любой вкус. стоимости проживание вышло намного дешевле сочи, питанию цены примерно равноценны, почему-то дороговаты овощные блюда, практически наравне мясными. сувениров, огромный выбор сортов винограда, отличного вкуса естественно вина. общее впечатление хорошим, не омрачил шторм переправе, организация хорошая, информировали обо продвижениях.пока стояли отстойнике ходили гулять окрестностям, общались, делились впечатлениями.очень рада крымчан, вернулись домой( слов).с удовольствием поеду другим советую, думаю, следующему году будут заметные улучшения. ", 15 ноября 2014
893,9," нам крым нравится! прочитал некоторые отзывы крыме фразами типа разруха , инфраструктуры ноль , желание побольше урвать поменьше сделать , работать не хотят , жаль отдыхающих , никому не посоветую ехать крым . подумал - раньше такое читал!вспомнил! всё это читал абхазию!у некоторых посетителей сайта негатив вызывает удивление.на взгляд истоки таких негативных отзывов следующие:1) люди едут отдых завышенными ожиданиями. реальность оказывается не такой, какую хотели.2) иностранный тур. бизнес, частности турецкий, активно лоббируют свои интересы, числе помощи негативных отзывов других конкурирующих курортах.3) ну, всем известно информационных войнах государствами ...не всем нравится, крым российский, абхазия является дружественным россии государством...мы году, кроме абхазии, побывали сентябре крыму, судаке.что нам понравилось:долетели симферополя самолете цене 1000 руб. человека (успели ввода санкций).по сравнению прошлым годом цены продукты возросли незначительно, 10-15% (они россии возросли).проезд не подорожал, автобусный билет городу стоил 5-8 руб., билет нового света -11 руб. междугородный проезд остался прошлогоднем уровне.цены жильё начинаются 100 руб. человека. вчетвером сняли 3-х местных номера частном секторе. каждом номере свой санузел, холодильник, отдельные кровати, телевизор. всё это удобство стоило 250 руб. человека день.в новом свете очень понравилась тропа голицына, впечатления незабываемые. понравилась экскурсия завод шампанских вин. само тамошнее шампанское не понравилось, вкус - абхазские игристые вина лучше.понравились вина солнечной долины, продаваемые розлив. понравились вина судакского винзавода (массандра), виноград полей завода. такого вкусного винограда, сорванного лозы, не ели.посетили генуэзскую крепость, оттуда открываются великолепные виды судак окрестности.а рядом крепостью высокая гора, которую забраться. детьми залазили неё несколько раз....что удивило:довольно большое количество отдыхающих пляже (ожидали гораздо меньше).обилие российских флагов везде, большое количество сувениров патриотическим пророссийским смыслом.среди отдыхающих не слышно украинской речи, столовых, кафе, магазинах, ларьках украинцев подавляющее большинство, прошлые годы люди приехали заработки. никакого негатива отношениях русских украинцев не заметно. не понравилось:судак расположен так, добраться юбк автобусе симферополь, является утомительным, особенно детей. тому автобусы ходят достаточно редко. помню, советские времена морю ходила ракета которой очень быстро добраться любого причала крыма кавказа. немного не повезло погодой, постоянно сильный ветер.в общем, крым, всегда, нам очень понравился! ", 05 ноября 2014
894,10," прогулка тропе голицина новом свете посетить новый свет году удалось октябре. дорога поселок судака недолгая, сложная тех, едет впервые. поворот каждым новым поворотом довольно узкая. но, местные гоняют уверенно. это единственная дорога, соединяющая поселок судаком, представить сложности непогоду гололед. пока нашли начало тропы голицина, цель нашего путешествия, ознакомились поселком. удивило огромное количество емкостей запаса воды. повсюду, дворах, крышах, балконах, вдоль изгородей. водой напряженка, особенно курортный сезон, поэтому запасаются. приморские поселки похожи друг друга, ухоженные набережные кафешками ресторанами, частные гостиницы гостевые дома. дивные картины, нарисованные рукой природы, каждом уголочке крыма – неповторимы. самым входом тропу сидел солидный дядечка …взимал проходящих 100 рублей, показывал какие-то бумаги. попытался – не вышло. убедили, документы не порядке брать плату не имеет права. пока “строили”, человек 20 прошло, заплатив, молча. это “бизнес”! красоты, открывшиеся нами, заставили позабыть обо всем! тропа проложена вдоль берега, кое прорублена скалах. некоторых местах отгорожена моря каменным парапетом. бухты названы, видимо цвету воды – голубая, синяя, зеленая. тропе прошли берегу моря подножья горы коба – кая, мимо грота шаляпина вышли мыс капчик. царский пляж полюбовались сверху, бухте якоре стоял пиратски парусник. внук сказал, это “черная жемчужина”. дальше дорога - можжевеловую рощу поселок. удобных скамьях отдохнули, посидели, перебивая друг друга обменивались впечатлениями увиденного пройденного. подышали целебными ароматами можжевельника! наверное, именно рай создан богом! свои впечатления восторги старались оставить фотографиях. рекомендую настаиваю, всем любителям путешествий. ", 30 октября 2014
895,9," древняя кафа - солнечная феодосия феодосии бываю часто работе – кратковременные командировки. древний город 25 веков, раньше назывался шкафа. город спускается феодосийскому заливу прилегающих гор. море не глубокое, прогревается быстро, пологий берег поэтому пляжный сезон начинается пораньше, крыму. береговая полоса около 15 км протяженности это пляжи, основном мелкая галька, кое песок. берегу множество пансионатов, санаториев, спортивные базы, гостиниц. отдыхающих пойти посмотреть. днем, пляж море, водные аттракционы, скутеры, парашюты экскурсии катере, серфинг дайвинг. посетить музеи – а.грина, музей сестер цветаевых, знаменитую галерею и.айвазовского, народный музей скульптора в.мухиной. любителям древностей понравиться коллекция монет музее денег, развалины генуэзкой крепости кафа карантине сохранившаяся часть центре. вечером набережная танцует поет, веселится сверкает огнями. рестораны, бары, кафе любой вкус толщину вашего кошелька. плане покушать проблем нет. каждом шагу кафе рестораны, ароматы такие дразнящие, отказаться - сил нет. цены не кусаются, видимо, конкуренты пятки наступают. отдыхать феодосии удобно дешевле многих курортах крыма отношении жилья питания. удобно добираться детьми. вокзал городе просто центре, автовокзала городской транспорт довезет любую точку города. жилье подумать заранее, город популярный туристов отдыхающих. ", 25 октября 2014
896,10," танцуют все!!! театр танца севастополе танцуют все!!! театр танца севастополемного интересных мест севастополе, посетив которые однажды, становишься постоянным поклонником. одно таких очень популярных - театр танца вадима елизарова. самом центре города возле моря, левом крыле дворца детства юности расположен театр праздника хорошего настроения. несколько удачно побывала удовольствием прихожу каждое новое представление. смотрела несколько постановок театра ‘’кармен’’, ‘’бродвей’’, ‘’история любви’’, ‘’пигмалион’’, ‘’аргентинское танго’’. спектакль ‘’танцы народов мира’’ просто покорил своей энергетикой, мастерством исполнения, богатством костюмов талантливой постановкой. детских постановок ‘’снежная королева’’, ‘’буратино’’, ‘’гарри потер’’. ребятня любит бывать. летом, наплыв гостей городе билеты купить довольно проблемно, посещаем театр межсезонье. само помещение театра небольшое, места просмотра высоко сценой видно. спектаклем, обычно, пока собирается публика, звучит музыка исполнении аккордеониста. стоит послушать! театре небольшой музей достижений коллектива. фотографий стенах узнать жизни коллектива, творческих дорогах, гастролях, ведущих солистах. театре несколько школ танца детей взрослых – восточные, индийские, бальные, спортивные. гостям жителям рекомендую посетить театр праздника радости.для гостей города ориентиры: пр. нахимова 4, транспорт весь, идет центр, остановка пл. нахимова. ", 24 октября 2014
897,10," путешествие смелых старой ялтинской дороге дороге севастополя ялту множество достопримечательностей крыма, которые не часто посещают туристы. видимо не знают добраться туда не просто. старая ялтинская дорога относится именно таким удивительным красоте местам. поворачивая шоссе форосскую церьковь, увидите большой предупреждающий щит дорога закрыта. обвалы , это именно то, проехали. церкви поворот налево, нам направо. скажу, честно, прочитав такое предупреждение, задумалась. картины, открывшиеся поворотом, заставили позабыть страхи. старая дорога проходит намного выше ныне действующей. огромные скалы, нависающие просто дорогой. сосенки какие-то деревья, непонятным образом цепляются скалы лезут вверх небу альпинисты, страховки. альпинистов видели. видимо сборы тренировки. отважные молодые ребята девушки, покоряющие вершины! дорога неширокая, называют “старой”, состояние многих отрезков значительно лучше, трассе. встречных машин немного, выбирали места пошире, останавливались наслаждались величием красотой природы – матушки. передать словами не возможно, фото, малая часть той красоты. проехали часть, места, пошалила природа, подвигала громадные пласты земли. восстановлено отремонтировано. работа людей машин огромна, природа делает свои дела, кого не спросив. обязательно проехать пройти, рекомендую настаиваю. не пожалеете! ", 20 октября 2014
898,9," всем советую! ездили крым октябре.с переправой особых проблем не было,за исключением того,что везде висит информация нескольких паромах,курсирующих каждые 30 минут,на деле переправу тратится около 4х-5 ти часов.сам крым невероятно красив-тут любой становится фотографом,так плохие снимки просто не сделать.мы остановились алуште 3к квартире(1400 р сутки) мансардой балконом(не знаю назвать это строение) которого открывался отличный вид.все решетки обвиты изабеллой,которая невероятно пахла особенно утрам, тому очень вкусной). следующий день приезду решили пешком подняться джимерджи.тут очень пожалел,что первый день устроил дегустацию крымских вин коньяков,но вершины все-таки добрались советую каждому.кстати дегустировали ещё меня,то туда удовольствием отвезут уазике. посетили мыс фиолент,севастополь,ласточкино гнездо ай петри. вообще нужно очень времени,чтобы объездить хотя половину крымских красот. магазины вином розлив легче найти продуктовые,что лично приятным открытием).можно попросить стаканчик вина,например.коньяк просто невероятный розлив 250р. не знаю производят,но пьется некоторых сортов крымского вина) троллейбус ялты алушты (35 км) стоит 22 рубля!думаю летом жарко не протолкнуться,но же.маршрутка туда -60 рублей. первый день пути алушту заехали купить вина каком-то поселке.при входе сидели 3 загорелых мужчины,которые похожи серийных убийц,которые впоследсвии большим участиеми милым украинским акцентом советовали нам проехать по-лучше 15 повторили,чтобы осторожно вели серпантине желали здоровья.честно скажу,что таких людей крыму много,но первое впечатление обманчиво(но татарам не верю сих пор)). кушали дома кафе столовых.скажу сразу,что надеялся менее высокие цены ресторанах,хотя говорят,что выросли последнее время.допустим цезарь ресторане хорошей ит кухней стоить 240 р,что сравнимо ценами спб. крыму сеть столовых домашнему .каждое утро солянка 70 р возвращала жизни.вообще хотел отметить столовую т.к полноценно пообедать 140-180 рублей огромный выбор еды.так пиццерия массандра центре алушты делает просто нереальную пиццушку 230 300 р 500 гр. вообще еде довольно странно.например кафе люля кебаб -порция 90р 2 штуки .он съедобный,но это не люля немного не понимаю,почему не слепить 1 штуку 140 пусть хорошим это юг.про сервис сказать не могу т.к плохо. плюсам отнесу отзывчивость местных жителей.например часто подходил продавцам спрашивал проехать ялты,до ай петри довольно охотно общались советовали быстрее дешевле.гора ай-петри-особый разговор.её нужно посетить отдыхающим возрастных категорий.можно подняться канатной дороге,или машине местными,но просите не быстро делал я-принимал анестезию (красное сухое).на канатной дороге совершенно случайно(возможно анестезия помогла) влился экскурсию,и должен сказать,что радость не полной.опять девушка экскурсовод(очень милая зеленых штанах) позвала присоединиться всем желающим совершенно бесплатно. минусы : 1.многие говорят - крыму совок! это абсолютная правда,но ехал туда любоваться природой крепостями 600-летней историей,а не трамваями пневмо-подвеске зеркальными туалетами,так достаточно весело.2.крымские вина показались немного странными.объяснить дело не могу,но например не нашел обычного мягкого красного сухого.зато любителям сладких крепленых вин остаться долго.3.очень мало указателей.практически нет.все нужно спрашивать,искать идти.иногда это просто нереально бесит.4.достаточное количество мутных мужчин.слово мутный данном контексте (для старшего поколения)-жуликоватый,подозрительный,хитрый.но первом взгляде.с теми,что общался -не никаких проблем наоборот оказывались очень хорошими людьми.5.кроме алкоголя сложно что-то найти.то раньше свободно росло огородах,теперь подвергается административному штрафу.например грудной сбор трав который нужен наимутнейший молодой татарин готов отдать 1500 р. коробок.что согласитесь очень дорого,и кроме не помочь моему бронхиту. 6.в октябре возникает чувство,что находишься закончившимся корпоративе -официанты по-тихоньку начинают собирать столов,но люди ещё сидят.итак вывод.для молодежи-все стоит ехать сезон т.к кругом молодежи,куча баров,кафе итд.для людей детьми возрастом 45ти нужно выбрать осень т.к не 40 градусов окном никто не горланит не мешает спать.крым действительно нужно посетить всем .честно говоря очень хочу снова оказаться,но самолете т.к машине санкт-петербурга ехать весело,но тяжело) ", 17 октября 2014
